Text,Book,Chapter
Such wreaths adorned him as are found,BOOK I,Canto LIX. The Sons Of Vasishtha.
To flourish on the funeral ground.,BOOK I,Canto LIX. The Sons Of Vasishtha.
Each armlet was an iron ring:,BOOK I,Canto LIX. The Sons Of Vasishtha.
"Such was the figure of the king,",BOOK I,Canto LIX. The Sons Of Vasishtha.
"That every counsellor and peer,",BOOK I,Canto LIX. The Sons Of Vasishtha.
"And following townsman, fled in fear.",BOOK I,Canto LIX. The Sons Of Vasishtha.
"Alone, unyielding to dismay,",BOOK I,Canto LIX. The Sons Of Vasishtha.
"Though burnt by anguish night and day,",BOOK I,Canto LIX. The Sons Of Vasishtha.
"Great Visvamitra's side he sought,",BOOK I,Canto LIX. The Sons Of Vasishtha.
Whose treasures were by penance bought.,BOOK I,Canto LIX. The Sons Of Vasishtha.
The hermit with his tender eyes,BOOK I,Canto LIX. The Sons Of Vasishtha.
"Looked on Trisanku's altered guise,",BOOK I,Canto LIX. The Sons Of Vasishtha.
And grieving at his ruined state,BOOK I,Canto LIX. The Sons Of Vasishtha.
"Addressed him thus, compassionate:",BOOK I,Canto LIX. The Sons Of Vasishtha.
"""Great King,"" the pious hermit said,",BOOK I,Canto LIX. The Sons Of Vasishtha.
"""What cause thy steps has hither led,",BOOK I,Canto LIX. The Sons Of Vasishtha.
"Ayodhya's mighty Sovereign, whom",BOOK I,Canto LIX. The Sons Of Vasishtha.
"A curse has plagued with outcast's doom?""",BOOK I,Canto LIX. The Sons Of Vasishtha.
"In vile Chandala(237) shape, the king",BOOK I,Canto LIX. The Sons Of Vasishtha.
"Heard Visvamitra's questioning,",BOOK I,Canto LIX. The Sons Of Vasishtha.
"And, suppliant palm to palm applied,",BOOK I,Canto LIX. The Sons Of Vasishtha.
With answering eloquence he cried:,BOOK I,Canto LIX. The Sons Of Vasishtha.
"""My priest and all his sons refused",BOOK I,Canto LIX. The Sons Of Vasishtha.
To aid the plan on which I mused.,BOOK I,Canto LIX. The Sons Of Vasishtha.
"Failing to win the boon I sought,",BOOK I,Canto LIX. The Sons Of Vasishtha.
To this condition I was brought.,BOOK I,Canto LIX. The Sons Of Vasishtha.
"I, in the body, Saint, would fain",BOOK I,Canto LIX. The Sons Of Vasishtha.
A mansion in the skies obtain.,BOOK I,Canto LIX. The Sons Of Vasishtha.
"I planned a hundred rites for this,",BOOK I,Canto LIX. The Sons Of Vasishtha.
But still was doomed the fruit to miss.,BOOK I,Canto LIX. The Sons Of Vasishtha.
"Pure are my lips from falsehood's stain,",BOOK I,Canto LIX. The Sons Of Vasishtha.
"And pure they ever shall remain,--",BOOK I,Canto LIX. The Sons Of Vasishtha.
"Yea, by a Warrior's faith I swear,--",BOOK I,Canto LIX. The Sons Of Vasishtha.
Though I be tried with grief and care.,BOOK I,Canto LIX. The Sons Of Vasishtha.
"Unnumbered rites to Heaven I paid,",BOOK I,Canto LIX. The Sons Of Vasishtha.
With righteous care the sceptre swayed;,BOOK I,Canto LIX. The Sons Of Vasishtha.
And holy priest and high-souled guide,BOOK I,Canto LIX. The Sons Of Vasishtha.
My modest conduct gratified.,BOOK I,Canto LIX. The Sons Of Vasishtha.
"But, O thou best of hermits, they",BOOK I,Canto LIX. The Sons Of Vasishtha.
Oppose my wish these rites to pay;,BOOK I,Canto LIX. The Sons Of Vasishtha.
"They one and all refuse consent,",BOOK I,Canto LIX. The Sons Of Vasishtha.
Nor aid me in my high intent.,BOOK I,Canto LIX. The Sons Of Vasishtha.
"Fate is, I ween, the power supreme,",BOOK I,Canto LIX. The Sons Of Vasishtha.
"Man's effort but an idle dream,",BOOK I,Canto LIX. The Sons Of Vasishtha.
"Fate whirls our plans, our all away;",BOOK I,Canto LIX. The Sons Of Vasishtha.
Fate is our only hope and stay;,BOOK I,Canto LIX. The Sons Of Vasishtha.
"Now deign, O blessed Saint, to aid",BOOK I,Canto LIX. The Sons Of Vasishtha.
"Me, even me by Fate betrayed,",BOOK I,Canto LIX. The Sons Of Vasishtha.
"Who come, a suppliant, sore distressed,",BOOK I,Canto LIX. The Sons Of Vasishtha.
"One grace, O Hermit, to request.",BOOK I,Canto LIX. The Sons Of Vasishtha.
No other hope or way I see:,BOOK I,Canto LIX. The Sons Of Vasishtha.
No other refuge waits for me.,BOOK I,Canto LIX. The Sons Of Vasishtha.
"Oh, aid me in my fallen state,",BOOK I,Canto LIX. The Sons Of Vasishtha.
"And human will shall conquer Fate.""",BOOK I,Canto LIX. The Sons Of Vasishtha.
"Then Kusik's son, by pity warmed,",BOOK I,Canto LIX. The Sons Of Vasishtha.
Spoke sweetly to the king transformed:,BOOK I,Canto LIX. The Sons Of Vasishtha.
"""Hail! glory of Ikshvaku's line:",BOOK I,Canto LIX. The Sons Of Vasishtha.
I know how bright thy virtues shine.,BOOK I,Canto LIX. The Sons Of Vasishtha.
"Dismiss thy fear, O noblest Chief,",BOOK I,Canto LIX. The Sons Of Vasishtha.
For I myself will bring relief.,BOOK I,Canto LIX. The Sons Of Vasishtha.
The holiest saints will I invite,BOOK I,Canto LIX. The Sons Of Vasishtha.
To celebrate thy purposed rite:,BOOK I,Canto LIX. The Sons Of Vasishtha.
"So shall thy vow, O King, succeed,",BOOK I,Canto LIX. The Sons Of Vasishtha.
And from thy cares shalt thou be freed.,BOOK I,Canto LIX. The Sons Of Vasishtha.
"Thou in the form which now thou hast,",BOOK I,Canto LIX. The Sons Of Vasishtha.
"Transfigured by the curse they cast,--",BOOK I,Canto LIX. The Sons Of Vasishtha.
"Yea, in the body, King, shalt flee,",BOOK I,Canto LIX. The Sons Of Vasishtha.
"Transported, where thou fain wouldst be.",BOOK I,Canto LIX. The Sons Of Vasishtha.
"O Lord of men, I ween that thou",BOOK I,Canto LIX. The Sons Of Vasishtha.
"Hast heaven within thy hand e'en now,",BOOK I,Canto LIX. The Sons Of Vasishtha.
"For very wisely hast thou done,",BOOK I,Canto LIX. The Sons Of Vasishtha.
"And refuge sought with Kusik's son.""",BOOK I,Canto LIX. The Sons Of Vasishtha.
"Thus having said, the sage addressed",BOOK I,Canto LIX. The Sons Of Vasishtha.
"His sons, of men the holiest,",BOOK I,Canto LIX. The Sons Of Vasishtha.
And bade the prudent saints whate'er,BOOK I,Canto LIX. The Sons Of Vasishtha.
Was needed for the rite prepare.,BOOK I,Canto LIX. The Sons Of Vasishtha.
The pupils he was wont to teach,BOOK I,Canto LIX. The Sons Of Vasishtha.
"He summoned next, and spoke this speech:",BOOK I,Canto LIX. The Sons Of Vasishtha.
"""Go bid Vasishtha'a sons appear,",BOOK I,Canto LIX. The Sons Of Vasishtha.
And all the saints be gathered here.,BOOK I,Canto LX. Trisanku's Ascension.
And what they one and all reply,BOOK I,Canto LX. Trisanku's Ascension.
"When summoned by this mandate high,",BOOK I,Canto LX. Trisanku's Ascension.
"To me with faithful care report,",BOOK I,Canto LX. Trisanku's Ascension.
"Omit no word and none distort.""",BOOK I,Canto LX. Trisanku's Ascension.
"The pupils heard, and prompt obeyed,",BOOK I,Canto LX. Trisanku's Ascension.
To every side their way they made.,BOOK I,Canto LX. Trisanku's Ascension.
Then swift from every quarter sped,BOOK I,Canto LX. Trisanku's Ascension.
The sages in the Vedas read.,BOOK I,Canto LX. Trisanku's Ascension.
"Back to that saint the envoys came,",BOOK I,Canto LX. Trisanku's Ascension.
"Whose glory shone like burning flame,",BOOK I,Canto LX. Trisanku's Ascension.
And told him in their faithful speech,BOOK I,Canto LX. Trisanku's Ascension.
The answer that they bore from each:,BOOK I,Canto LX. Trisanku's Ascension.
"""Submissive to thy word, O Seer,",BOOK I,Canto LX. Trisanku's Ascension.
The holy men are gathering here.,BOOK I,Canto LX. Trisanku's Ascension.
By all was meet obedience shown:,BOOK I,Canto LX. Trisanku's Ascension.
Mahodaya(238) refused alone.,BOOK I,Canto LX. Trisanku's Ascension.
"And now, O Chief of hermits, hear",BOOK I,Canto LX. Trisanku's Ascension.
"What answer, chilling us with fear,",BOOK I,Canto LX. Trisanku's Ascension.
"Vasishtha's hundred sons returned,",BOOK I,Canto LX. Trisanku's Ascension.
Thick-speaking as with rage they burned:,BOOK I,Canto LX. Trisanku's Ascension.
"""How will the Gods and saints partake",BOOK I,Canto LX. Trisanku's Ascension.
"The offerings that the prince would make,",BOOK I,Canto LX. Trisanku's Ascension.
"And he a vile and outcast thing,",BOOK I,Canto LX. Trisanku's Ascension.
His ministrant one born a king?,BOOK I,Canto LX. Trisanku's Ascension.
"Can we, great Brahmans, eat his food,",BOOK I,Canto LX. Trisanku's Ascension.
"And think to win beatitude,",BOOK I,Canto LX. Trisanku's Ascension.
"By Visvamitra purified?""",BOOK I,Canto LX. Trisanku's Ascension.
"Thus sire and sons in scorn replied,",BOOK I,Canto LX. Trisanku's Ascension.
"And as these bitter words they said,",BOOK I,Canto LX. Trisanku's Ascension.
Wild fury made their eyeballs red.,BOOK I,Canto LX. Trisanku's Ascension.
"Their answer when the arch-hermit heard,",BOOK I,Canto LX. Trisanku's Ascension.
His tranquil eyes with rage were blurred;,BOOK I,Canto LX. Trisanku's Ascension.
"Great fury in his bosom woke,",BOOK I,Canto LX. Trisanku's Ascension.
And thus unto the youths he spoke:,BOOK I,Canto LX. Trisanku's Ascension.
"""Me, blameless me they dare to blame,",BOOK I,Canto LX. Trisanku's Ascension.
And disallow the righteous claim,BOOK I,Canto LX. Trisanku's Ascension.
My fierce austerities have earned:,BOOK I,Canto LX. Trisanku's Ascension.
To ashes be the sinners turned.,BOOK I,Canto LX. Trisanku's Ascension.
Caught in the noose of Fate shall they,BOOK I,Canto LX. Trisanku's Ascension.
To Yama's kingdom sink to-day.,BOOK I,Canto LX. Trisanku's Ascension.
Seven hundred times shall they be born,BOOK I,Canto LX. Trisanku's Ascension.
To wear the clothes the dead have worn.,BOOK I,Canto LX. Trisanku's Ascension.
"Dregs of the dregs, too vile to hate,",BOOK I,Canto LX. Trisanku's Ascension.
The flesh of dogs their maws shall sate.,BOOK I,Canto LX. Trisanku's Ascension.
"In hideous form, in loathsome weed,",BOOK I,Canto LX. Trisanku's Ascension.
A sad existence each shall lead.,BOOK I,Canto LX. Trisanku's Ascension.
"Mahodaya too, the fool who fain",BOOK I,Canto LX. Trisanku's Ascension.
"My stainless life would try to stain,",BOOK I,Canto LX. Trisanku's Ascension.
Stained in the world with long disgrace,BOOK I,Canto LX. Trisanku's Ascension.
Shall sink into a fowler's place.,BOOK I,Canto LX. Trisanku's Ascension.
"Rejoicing guiltless blood to spill,",BOOK I,Canto LX. Trisanku's Ascension.
No pity through his breast shall thrill.,BOOK I,Canto LX. Trisanku's Ascension.
"Cursed by my wrath for many a day,",BOOK I,Canto LX. Trisanku's Ascension.
"His wretched life for sin shall pay.""",BOOK I,Canto LX. Trisanku's Ascension.
"Thus, girt with hermit, saint, and priest,",BOOK I,Canto LX. Trisanku's Ascension.
Great Visvamitra spoke--and ceased.,BOOK I,Canto LX. Trisanku's Ascension.
"So with ascetic might, in ire,",BOOK I,Canto LX. Trisanku's Ascension.
He smote the children and the sire.,BOOK I,Canto LX. Trisanku's Ascension.
"Then Visvamitra, far-renowned,",BOOK I,Canto LX. Trisanku's Ascension.
Addressed the saints who gathered round:,BOOK I,Canto LX. Trisanku's Ascension.
"""See by my side Trisanku stand,",BOOK I,Canto LX. Trisanku's Ascension.
"Ikshvaku's son, of liberal hand.",BOOK I,Canto LX. Trisanku's Ascension.
"Most virtuous and gentle, he",BOOK I,Canto LX. Trisanku's Ascension.
Seeks refuge in his woe with me.,BOOK I,Canto LX. Trisanku's Ascension.
"Now, holy men, with me unite,",BOOK I,Canto LX. Trisanku's Ascension.
And order so his purposed rite,BOOK I,Canto LX. Trisanku's Ascension.
That in the body he may rise,BOOK I,Canto LX. Trisanku's Ascension.
"And win a mansion in the skies.""",BOOK I,Canto LX. Trisanku's Ascension.
They heard his speech with ready ear,BOOK I,Canto LX. Trisanku's Ascension.
"And, every bosom filled with fear",BOOK I,Canto LX. Trisanku's Ascension.
"Of Visvamitra, wise and great,",BOOK I,Canto LX. Trisanku's Ascension.
Spoke each to each in brief debate:,BOOK I,Canto LX. Trisanku's Ascension.
"""The breast of Kusik's son, we know,",BOOK I,Canto LX. Trisanku's Ascension.
With furious wrath is quick to glow.,BOOK I,Canto LX. Trisanku's Ascension.
"Whate'er the words he wills to say,",BOOK I,Canto LX. Trisanku's Ascension.
"We must, be very sure, obey.",BOOK I,Canto LX. Trisanku's Ascension.
"Fierce is our lord as fire, and straight",BOOK I,Canto LX. Trisanku's Ascension.
May curse us all infuriate.,BOOK I,Canto LX. Trisanku's Ascension.
"So let us in these rites engage,",BOOK I,Canto LX. Trisanku's Ascension.
As ordered by the holy sage.,BOOK I,Canto LX. Trisanku's Ascension.
And with our best endeavour strive,BOOK I,Canto LX. Trisanku's Ascension.
"That King Ikshvaku's son, alive,",BOOK I,Canto LX. Trisanku's Ascension.
In body to the skies may go,BOOK I,Canto LX. Trisanku's Ascension.
"By his great might who wills it so.""",BOOK I,Canto LX. Trisanku's Ascension.
Then was the rite begun with care:,BOOK I,Canto LX. Trisanku's Ascension.
All requisites and means were there:,BOOK I,Canto LX. Trisanku's Ascension.
And glorious Visvamitra lent,BOOK I,Canto LX. Trisanku's Ascension.
His willing aid as president.,BOOK I,Canto LX. Trisanku's Ascension.
And all the sacred rites were done,BOOK I,Canto LX. Trisanku's Ascension.
"By rule and use, omitting none.",BOOK I,Canto LX. Trisanku's Ascension.
"By chaplain-priest, the hymns who knew,",BOOK I,Canto LX. Trisanku's Ascension.
In decent form and order due.,BOOK I,Canto LX. Trisanku's Ascension.
"Some time in sacrifice had past,",BOOK I,Canto LX. Trisanku's Ascension.
"And Visvamitra made, at last,",BOOK I,Canto LX. Trisanku's Ascension.
The solemn offering with the prayer,BOOK I,Canto LX. Trisanku's Ascension.
That all the Gods might come and share.,BOOK I,Canto LX. Trisanku's Ascension.
"But the Immortals, one and all,",BOOK I,Canto LX. Trisanku's Ascension.
Refused to hear the hermit's call.,BOOK I,Canto LX. Trisanku's Ascension.
Then red with rage his eyeballs blazed:,BOOK I,Canto LX. Trisanku's Ascension.
"The sacred ladle high he raised,",BOOK I,Canto LX. Trisanku's Ascension.
And cried to King Ikshvaku's son:,BOOK I,Canto LX. Trisanku's Ascension.
"""Behold my power, by penance won:",BOOK I,Canto LX. Trisanku's Ascension.
"Now by the might my merits lend,",BOOK I,Canto LX. Trisanku's Ascension.
"Ikshvaku's child, to heaven ascend.",BOOK I,Canto LX. Trisanku's Ascension.
"In living frame the skies attain,",BOOK I,Canto LX. Trisanku's Ascension.
Which mortals thus can scarcely gain.,BOOK I,Canto LX. Trisanku's Ascension.
"My vows austere, so long endured,",BOOK I,Canto LX. Trisanku's Ascension.
"Have, as I ween, some fruit assured.",BOOK I,Canto LX. Trisanku's Ascension.
"Upon its virtue, King, rely,",BOOK I,Canto LX. Trisanku's Ascension.
"And in thy body reach the sky.""",BOOK I,Canto LX. Trisanku's Ascension.
"His speech had scarcely reached its close,",BOOK I,Canto LX. Trisanku's Ascension.
"When, as he stood, the sovereign rose,",BOOK I,Canto LX. Trisanku's Ascension.
And mounted swiftly to the skies,BOOK I,Canto LX. Trisanku's Ascension.
Before the wondering hermits' eyes.,BOOK I,Canto LX. Trisanku's Ascension.
"But Indra, when he saw the king",BOOK I,Canto LX. Trisanku's Ascension.
"His blissful regions entering,",BOOK I,Canto LX. Trisanku's Ascension.
With all the army of the Blest,BOOK I,Canto LX. Trisanku's Ascension.
Thus cried unto the unbidden guest:,BOOK I,Canto LX. Trisanku's Ascension.
"""With thy best speed, Trisanku, flee:",BOOK I,Canto LX. Trisanku's Ascension.
Here is no home prepared for thee.,BOOK I,Canto LX. Trisanku's Ascension.
"By thy great master's curse brought low,",BOOK I,Canto LX. Trisanku's Ascension.
"Go, falling headlong, earthward go.""",BOOK I,Canto LX. Trisanku's Ascension.
"Thus by the Lord of Gods addressed,",BOOK I,Canto LXI. Sunahsepha.
"Trisanku fell from fancied rest,",BOOK I,Canto LXI. Sunahsepha.
"And screaming in his swift descent,",BOOK I,Canto LXI. Sunahsepha.
"""O, save me, Hermit!"" down he went.",BOOK I,Canto LXI. Sunahsepha.
"And Visvamitra heard his cry,",BOOK I,Canto LXI. Sunahsepha.
"And marked him falling from the sky,",BOOK I,Canto LXI. Sunahsepha.
"And giving all his passion sway,",BOOK I,Canto LXI. Sunahsepha.
"Cried out in fury, ""Stay, O stay!""",BOOK I,Canto LXI. Sunahsepha.
"By penance-power and holy lore,",BOOK I,Canto LXI. Sunahsepha.
"Like Him who framed the worlds of yore,",BOOK I,Canto LXI. Sunahsepha.
Seven other saints he fixed on high,BOOK I,Canto LXI. Sunahsepha.
To star with light the southern sky.,BOOK I,Canto LXI. Sunahsepha.
"Girt with his sages forth he went,",BOOK I,Canto LXI. Sunahsepha.
And southward in the firmament,BOOK I,Canto LXI. Sunahsepha.
New wreathed stars prepared to set,BOOK I,Canto LXI. Sunahsepha.
In many a sparkling coronet.,BOOK I,Canto LXI. Sunahsepha.
"He threatened, blind with rage and hate,",BOOK I,Canto LXI. Sunahsepha.
"Another Indra to create,",BOOK I,Canto LXI. Sunahsepha.
"Or, from his throne the ruler hurled,",BOOK I,Canto LXI. Sunahsepha.
All Indraless to leave the world.,BOOK I,Canto LXI. Sunahsepha.
"Yea, borne away by passion's storm,",BOOK I,Canto LXI. Sunahsepha.
The sage began new Gods to form.,BOOK I,Canto LXI. Sunahsepha.
"But then each Titan, God, and saint,",BOOK I,Canto LXI. Sunahsepha.
"Confused with terror, sick and faint,",BOOK I,Canto LXI. Sunahsepha.
"To high souled Visvamitra hied,",BOOK I,Canto LXI. Sunahsepha.
And with soft words to soothe him tried:,BOOK I,Canto LXI. Sunahsepha.
"""Lord of high destiny, this king,",BOOK I,Canto LXI. Sunahsepha.
"To whom his master's curses cling,",BOOK I,Canto LXI. Sunahsepha.
"No heavenly home deserves to gain,",BOOK I,Canto LXI. Sunahsepha.
"Unpurified from curse and stain.""",BOOK I,Canto LXI. Sunahsepha.
"The son of Kusik, undeterred,",BOOK I,Canto LXI. Sunahsepha.
"The pleading of the Immortals heard,",BOOK I,Canto LXI. Sunahsepha.
And thus in haughty words expressed,BOOK I,Canto LXI. Sunahsepha.
The changeless purpose of his breast:,BOOK I,Canto LXI. Sunahsepha.
"""Content ye, Gods: I soothly sware",BOOK I,Canto LXI. Sunahsepha.
Trisanku to the skies to bear,BOOK I,Canto LXI. Sunahsepha.
"Clothed in his body, nor can I",BOOK I,Canto LXI. Sunahsepha.
My promise cancel or deny.,BOOK I,Canto LXI. Sunahsepha.
Embodied let the king ascend,BOOK I,Canto LXI. Sunahsepha.
To life in heaven that ne'er shall end.,BOOK I,Canto LXI. Sunahsepha.
And let these new-made stars of mine,BOOK I,Canto LXI. Sunahsepha.
Firm and secure for ever shine.,BOOK I,Canto LXI. Sunahsepha.
"Let these, my work, remain secure",BOOK I,Canto LXI. Sunahsepha.
Long as the earth and heaven endure.,BOOK I,Canto LXI. Sunahsepha.
"This, all ye Gods, I crave: do you",BOOK I,Canto LXI. Sunahsepha.
"Allow the boon for which I sue.""",BOOK I,Canto LXI. Sunahsepha.
Then all the Gods their answer made:,BOOK I,Canto LXI. Sunahsepha.
"""So be it, Saint, as thou hast prayed.",BOOK I,Canto LXI. Sunahsepha.
Beyond the sun's diurnal way,BOOK I,Canto LXI. Sunahsepha.
Thy countless stars in heaven shall stay:,BOOK I,Canto LXI. Sunahsepha.
"And 'mid them hung, as one divine,",BOOK I,Canto LXI. Sunahsepha.
Head downward shall Trisanku shine;,BOOK I,Canto LXI. Sunahsepha.
And all thy stars shall ever fling,BOOK I,Canto LXI. Sunahsepha.
